Don Bragg	USA 
Bill Deacon	CAN 
Brianna Decker	USA 
Sara DeCosta	USA 
Charlie Delahey	CAN 
Ann-Renée Desbiens	CAN 
Dick Desmond	USA 
Raphael Diaz	SUI 
Bruce Dickson	CAN 
Judy Diduck	CAN 
Gary Dineen	CAN 
Kevin Dineen	CAN 
Shane Doan	CAN 
Jiří Dopita	CZE 
Dick Dougherty	USA 
Jack Douglas	CAN 
Murray Dowey	CAN 
Kris Draper	CAN 
Pam Dreyer	USA 
Nancy Drolet	CAN 
Ivan Droppa	SVK 
Chris Drury	USA 
Herb Drury	USA 
Matt Duchene	CAN 
Meghan Duggan	USA 
Bert Duncanson	CAN 
Mike Dunham	USA 
Tricia Dunn-Luoma	USA 
Frank Dunster	CAN 
Lori Dupuis	CAN 
Radek Dvořák	CZE 
Alexander Edler	SWE 
Jack Eichel	USA 
Oliver Ekman Larsson	SWE 
Patrik Eliáš	CZE 
Emma Eliasson	SWE 
Mikko Eloranta	FIN 
Molly Engstrom	USA 
Jhonas Enroth	SWE 
Tina Enström	SWE 
Tobias Enström	SWE 
Martin Erat	CZE 
Jimmie Ericsson	SWE 
Jonathan Ericsson	SWE 
Loui Eriksson	SWE 
Fred Etcher	CAN 
Dennis Everberg	SWE 
Doug Everett	USA 
Hugh Farquharson	CAN 
Frank Farrel, III	USA 
Renata Fast	CAN 
Viktor Fasth	SWE 
Justin Faulk	USA 
Gillian Ferrari	CAN 
Frank Fisher	CAN 
Ed Fitzgerald	USA 
Kali Flanagan	USA 
Pat Flatley	CAN 
Theo Fleury	CAN 
Roy Forbes	CAN 
Bob Forhan	CAN 
Sarah Forster	SUI 
Laura Fortino	CAN 
Johan Fransson	SWE 
Johan Franzén	SWE 
Angela Frautschi	SUI 
Ted Frazier	USA 
Norm Friday	CAN 
Chris Fridfinnson	CAN 
Michael Frolík	CZE 
Aleksandr Frolov	RUS 
Lyndsey Fry	USA 
Philippe Furrer	SUI 
Simon Gagné	CAN 
Andre Gambucci	USA 
George Garbutt	CAN 
Ryan Gardner	SUI 
Jack Garrison	USA 
Don Gauf	CAN 
Vladislav Gavrikov	OAR 
Leonardo Genoni	SUI 
Gerry Geran	USA 
Martin Gerber	SUI 
Billy Gibson	CAN 
Curt Giles	CAN 
Andy Gilpin	CAN 
Yuliya Gladysheva	RUS 
Brian Glennie	CAN 
Moose Goheen	USA 
Sergey Gonchar	RUS 
Mike Goodman	CAN 
Grant Gordon	CAN 
Danielle Goyette	CAN 
John Grahame	USA 
Sara Grahn	SWE 
Dominik Graňák	SVK 
Cammi Granato	USA 
Mikael Granlund	FIN 
Orval Gravelle	CAN 
Gene Grazia	USA 
Denis Grebeshkov	RUS 
Mikhail Grigorenko	OAR 
Chanda Gunn	USA 
Nikita Gusev	OAR 
Ravil Gusmanov	RUS 
Erik Gustafsson	SWE 
Jonas Gustavsson	SWE 
Patsy Guzzo	CAN 
Gaëtan Haas	SUI 
Jamie Hagerman	USA 
Jim Haggarty	CAN 
Sanni Hakala	FIN 
Wally Halder	CAN 
Slim Halderson	CAN 
Gerard Hallock	USA 
Minna Halonen	FIN 
Dan Hamhuis	CAN 
Michal Handzuš	SVK 
Mika Hannula	SWE 
Ralph Hansch	CAN 
Roger Hansson	SWE 
Ted Hargreaves	CAN 
Cliff Harrison	USA 
Marcel Haščák	SVK 
Maija Hassinen	FIN 
Brett Hauer	USA 
Niclas Hävelid	SWE 
Martin Havlát	CZE 
Don Head	CAN 
Geraldine Heaney	CAN 
Dany Heatley	CAN 
Johan Hedberg	SWE 
Jayna Hefford	CAN 
Jan Hejda	CZE 
Magnus Hellberg	SWE 
Aleš Hemský	CZE 
Darby Hendrickson	USA 
Roy Henkel	CAN 
Nicole Hensley	USA 
Jukka Hentunen	FIN 
Ted Hibberd	CAN 
Juuso Hietanen	FIN 
Jenni Hiirikoski	FIN 
Corey Hirsch	CAN 
Todd Hlushko	CAN 
Milan Hnilička	CZE 
Grégory Hofmann	SUI 
Satu Hoikkala	FIN 
Denis Hollenstein	SUI 
Geoffrey Holmes	GBR 
Elin Holmlöv	SWE 
Roman Horák	CZE 
Buddy Horne	CAN 
Patric Hörnqvist	SWE 
Marcel Hossa	SVK 
Marek Hovorka	SVK 
Petr Hrbek	CZE 
Fran Huck	CAN 
Lou Hudson	CAN 
Boat Hurley	CAN 
Art Hurst	CAN 
Jarome Iginla	CAN 
Willard Ikola	USA 
Jarkko Immonen	FIN 
Kim Insalaco	USA 
Haley Irwin	CAN 
Nanna Jansson	SWE 
Stanislav Jasečko	SVK 
Brianne Jenner	CAN 
Konnie Johannesson	CAN 
Andreas Johansson	SWE 
Magnus Johansson	SWE 
Mathias Johansson	SWE 
Roger Johansson	SWE 
Craig Johnson	USA 
Erik Johnson	USA 
Paul Johnson	USA 
Kim Johnsson	SWE 
Marshall Johnston	CAN 
Rebecca Johnston	CAN 
Jussi Jokinen	FIN 
Olli Jokinen	FIN 
Jörgen Jönsson	SWE 
Kenny Jönsson	SWE 
Curtis Joseph	CAN 
Roman Josi	SUI 
Ed Jovanovski	CAN 
Patrik Juhlin	SWE 
František Kaberle, Jr.	CZE 
Tomáš Kaberle	CZE 
Dmitry Kalinin	RUS 
Sergey Kalinin	OAR 
Tomi Kallio	FIN 
Fred Kammer, Jr.	USA 
Patrick Kane	USA 
Niko Kapanen	FIN 
Sami Kapanen	FIN 
Kirill Kaprizov	OAR 
Richard Kapuš	SVK 
Aleksandra Kapustina	RUS 
Paul Kariya	CAN 
Erik Karlsson	SWE 
Lars Karlsson	SWE 
Valery Karpov	RUS 
Michelle Karvinen	FIN 
Kamil Kašťák	CZE 
Kathleen Kauth	USA 
Becky Kellar	CAN 
Megan Keller	USA 
Courtney Kennedy	USA 
Amanda Kessel	USA 
Aleksandr Kharitonov	RUS 
Alyona Khomich	RUS 
Andrea Kilbourne	USA 
Gerry Kilmartin	USA 
Anna Kilponen	FIN 
Katie King	USA 
Kristin King	USA 
Ross King	CAN 
Gina Kingsbury	CAN 
Marko Kiprusoff	FIN 
Miikka Kiprusoff	FIN 
Jack Kirrane, Jr.	USA 
Bogdan Kiselevich	OAR 
Walter Kitchen	CAN 
Joel Kiviranta	FIN 
Tommi Kivistö	FIN 
Byrle Klinck	CAN 
Carl Klingberg	SWE 
Hilary Knight	USA 
Paul Knox	CAN 
Miika Koivisto	FIN 
Mikko Koivu	FIN 
Leo Komarov	FIN 
Petri Kontiola	FIN 
Tomáš Kopecký	SVK 
Konstantin Korneyev	RUS 
Vasily Koshechkin	OAR 
Mikko Koskinen	FIN 
Jarno Koskiranta	FIN 
Petr Koukal	CZE 
Ilya Kovalchuk	OAR 
Andrey Kovalenko	RUS 
Jakub Kovář	CZE 
Viktor Kozlov	RUS 
Lukáš Krajíček	CZE 
David Krejči	CZE 
Staffan Kronwall	SWE 
Marcus Krüger	SWE 
Filip Kuba	CZE 
Pavel Kubina	CZE 
Mira Kuisma	FIN 
Pasi Kuivalainen	FIN 
Lasse Kukkonen	FIN 
Nikolay Kulyomin	RUS 
Hanna Kuoppala	FIN 
Emma Laaksonen-Terho	FIN 
Antti Laaksonen	FIN 
Phil LaBatte	USA 
Charlie Labonté	CAN 
Geneviève Lacasse	CAN 
Scott Lachance	USA 
Ján Laco	SVK 
Brigette Lacquette	CAN 
Alphonse LaCroix	USA 
Jani Lajunen	FIN 
Jocelyne Lamoureux-Davidson	USA 
Monique Lamoureux	USA 
Gabriel Landeskog	SWE 
Robert Lang	CZE 
Art Langley	USA 
André Laperrière	CAN 
Jocelyne Larocque	CAN 
Ján Lašák	SVK 
Ken Laufman	CAN 
Janne Laukkanen	FIN 
Harri Laurila	FIN 
Erika Lawler	USA 
Johnny Lax	USA 
Louis Lecompte	CAN 
Chris Lee	CAN 
Howie Lee	CAN 
Jori Lehterä	FIN 
Tero Lehterä	FIN 
Jere Lehtinen	FIN 
Kari Lehtonen	FIN 
Mikko Lehtonen	FIN 
Pete Leichnitz	CAN 
Darcia Leimgruber	SUI 
Sami Lepistö	FIN 
Doug Lidster	CAN 
Petri Liimatainen	SWE 
Juha Lind	FIN 
Trevor Linden	CAN 
Sakari Lindfors	FIN 
Vic Lindquist	CAN 
Rosa Lindstedt	FIN 
Joakim Lindström	SWE 
Richard Lintner	SVK 
Bob Livingston	USA 
Jim Logan	CAN 
Jim Logue	USA 
Shelley Looney	USA 
Kristina Lundberg	SWE 
Henrik Lundqvist	SWE 
Joel Lundqvist	SWE 
Roberto Luongo	CAN 
Toni Lydman	FIN 
John Lyons	USA 
Barry MacKenzie	CAN 
Carla MacLeod	CAN 
Bill MacMillan	CAN 
Yevgeny Malkin	RUS 
Norm Malloy	CAN 
Ryan Malone	USA 
Sakari Manninen	FIN 
George Mara	CAN 
Aleksey Marchenko	OAR 
Andrey Markov	RUS 
Danny Markov	RUS 
Patrick Marleau	CAN 
Kim Martin-Hasson	SWE 
Butch Martin	CAN 
Seth Martin	CAN 
Julia Marty	SUI 
Stefanie Marty	SUI 
Gigi Marvin	USA 
Johnny Matchefts	USA 
Bruce Mather	USA 
John Mayasich	USA 
Derek Mayer	CAN 
Malcolm McAlpin	USA 
George McAvoy	CAN 
Bryan McCabe	CAN 
Justin McCarthy	USA 
Joe McCormick	USA 
Larry McCormick	USA 
Marty McInnis	USA 
Jack McKenzie	CAN 
Dan McKinnon	USA 
Bob McKnight	CAN 
Brianne McLaughlin	USA 
Jackie McLeod	CAN 
Harold McMunn	CAN 
Bob McVey	USA 
Yevgeny Medvedev	RUS 
Dick Meredith	USA 
Terhi Mertanen	FIN 
Sue Merz	USA 
Bob Meyers	CAN 
Milan Michálek	CZE 
Zbyněk Michálek	CZE 
Rahel Michielin	SUI 
Antti Miettinen	FIN 
Meaghan Mikkelson	CAN 
Michel Miklík	SVK 
Aaron Miller	USA 
David Miller	CAN 
Ray Milton	CAN 
A. J. Mleczko	USA 
Oscar Möller	SWE 
Thibaut Monnet	SUI 
Wally Monson	CAN 
Steve Monteith	CAN 
Tom Moon	USA 
Dinty Moore	CAN 
Ken Moore	CAN 
David Moravec	CZE 
Aleksey Morozov	RUS 
Brenden Morrow	CAN 
Simon Moser	SUI 
Morris Mott	CAN 
Tara Mounsey	USA 
Vicki Movsessian	USA 
Sergey Mozyakin	OAR 
Stuffy Mueller	CAN 
Jack Mulhern	USA 
Kirk Muller	CAN 
Herman Murray	CAN 
Katrin Nabholz	SUI 
Yevgeny Nabokov	RUS 
Ladislav Nagy	SVK 
Jakub Nakládal	CZE 
Jakie Nash	CAN 
Rick Nash	CAN 
Markus Näslund	SWE 
Petr Nedvěd	CAN 
Frank Nelson, Jr.	USA 
Ondřej Němec	CZE 
Ivan Nepryayev	RUS 
Nikita Nesterov	OAR 
Frida Nevalainen	SWE 
Dave Neville	CAN 
Valery Nichushkin	RUS 
Nino Niederreiter	SUI 
Antti-Jussi Niemi	FIN 
Petra Nieminen	FIN 
Janne Niinimaa	FIN 
Antero Niittymäki	FIN 
Nikita Nikitin	RUS 
Andrey Nikolishin	RUS 
Ilya Nikulin	RUS 
Janne Niskala	FIN 
Tanja Niskanen	FIN 
John Noah	USA 
Owen Nolan	CAN 
Roger Nordström	SWE 
Fredrik Norrena	FIN 
Mattias Norström	SWE 
Jiří Novotný	CZE 
Petteri Nummelin	FIN 
Pasi Nurminen	FIN 
Sarah Nurse	CAN 
Emma Nuutinen	FIN 
Michael Nylander	SWE 
Gustav Nyquist	SWE 
Karen Nystrom	CAN 
Frank O'Grady	USA 
Emilie O'Konor	SWE 
Terry O'Malley	CAN 
Danny O'Shea	CAN 
Johnny Oduya	SWE 
Mattias Öhlund	SWE 
Atte Ohtamaa	FIN 
Weldy Olson	USA 
Linus Omark	SWE 
Stefan Örnskog	SWE 
T.J. Oshie	USA 
Arnie Oss, Jr.	USA 
Peter Ottosson	SWE 
Caroline Ouellette	CAN 
Bob Owen	USA 
Rod Paavola	USA 
Samuel Påhlsson	SWE 
Žigmund Pálffy	SVK 
Larry Palmer	USA 
Winthrop Palmer, Jr.	USA 
Marko Palo	FIN 
Kelly Pannek	USA 
Ján Pardavý	SVK 
Sarah Parsons	USA 
Pavel Patera	CZE 
Eric Paterson	CAN 
James Patrick	CAN 
Ondřej Pavelec	CZE 
Rastislav Pavlikovský	SVK 
Mari Pehkonen	FIN 
Amanda Pelkey	USA 
Ville Peltonen	FIN 
Heidi Pelttari	FIN 
Cliff Pennington	CAN 
Jack Petroske	USA 
Róbert Petrovický	SVK 
Ronald Petrovický	SVK 
Kristina Petrovskaya	RUS 
Fredrik Pettersson	SWE 
Emily Pfalzer	USA 
Michelle Picard	USA 
Antti Pihlström	FIN 
Gerry Pinder	CAN 
Herb Pinder	CAN 
Cherie Piper	CAN 
Vlastimil Plavucha	SVK 
Bert Plaxton	CAN 
Rod Plaxton	CAN 
Connie Pleban	USA 
Tomáš Plekanec	CZE 
Martin Plüss	SUI 
Yegor Podomatsky	RUS 
Tom Pollock	CAN 
Jack Porter	CAN 
Mariia Posa	FIN 
Marie-Philip Poulin	CAN 
Cheryl Pounder	CAN 
Keith Primeau	CAN 
Libor Procházka	CZE 
Martin Procházka	CZE 
Václav Prospal	CZE 
Josephine Pucci	USA 
Peter Pucher	SVK 
Ken Purpur	USA 
Al Purvis	CAN 
Mika Pyörälä	FIN 
Branko Radivojevič	SVK 
Aleksandr Radulov	RUS 
Marcus Ragnarsson	SWE 
Isa Rahunen	FIN 
Meeri Räisänen	FIN 
Karri Rämö	FIN 
Beattie Ramsay	CAN 
Karoliina Rantamäki	FIN 
Evelina Raselli	SUI 
Noora Räty	FIN 
Mark Recchi	CAN 
Wade Redden	CAN 
Lesley Reddon	CAN 
Craig Redmond	CAN 
Robyn Regehr	CAN 
Ab Renaud	CAN 
Mikael Renberg	SWE 
Helen Resor	USA 
Manon Rhéaume	CAN 
Williard Rice	USA 
Don Rigazio	USA 
Alex Rigsby	USA 
Jack Riley, Jr.	USA 
Kimmo Rintanen	FIN 
Romeo Rivers	CAN 
Gordie Robertson	CAN 
Dick Rodenhiser	USA 
Leif Rohlin	SWE 
Tomáš Rolinek	CZE 
Brian Rolston	USA 
Bob Rompre	USA 
Maddie Rooney	USA 
Don Rope	CAN 
Elbridge Ross, Jr.	USA 
Lauriane Rougeau	CAN 
Bobby Rousseau	CAN 
Paul Rowe	USA 
Derek Roy	CAN 
Michal Rozsíval	CZE 
Martin Ručinský	CZE 
Angela Ruggiero	USA 
Danijela Rundqvist	SWE 
Jarkko Ruutu	FIN 
Tuomo Ruutu	FIN 
Martin Růžička	CZE 
Pavol Rybár	SVK 
Daniel Rydmark	SWE 
Timo Saarikoski	FIN 
Mari Saarinen	FIN 
Joe Sacco	USA 
Keijo Säilynoja	FIN 
Ralph Saint Germain	CAN 
Sara Säkkinen	FIN 
Dušan Salfický	CZE 
Päivi Salo	FIN 
Sami Salo	FIN 
Tommy Salo	SWE 
George Samolenko	CAN 
Ed Sampson	USA 
Evelina Samuelsson	SWE 
Miroslav Šatan	SVK 
Jillian Saulnier	CAN 
Olga Savenkova	RUS 
Henna Savikuja	FIN 
Veli-Matti Savinainen	FIN 
Ronja Savolainen	FIN 
Gus Saxberg	CAN 
Reto Schäppi	SUI 
Molly Schaus	USA 
Florence Schelling	SUI 
Tristan Scherwey	SUI 
Anne Schleper	USA 
Jenny Schmidgall-Potter	USA 
George Scholes	CAN 
Reg Schroeter	CAN 
Laura Schuler	CAN 
Louis Secco	CAN 
Daniel Sedin	SWE 
Henrik Sedin	SWE 
Jim Sedin	USA 
Mathias Seger	SUI 
Andrej Sekera	SVK 
Ľubomír Sekeráš	SVK 
Frank Shaughnessy, Jr.	USA 
Sergey Shendelyov	RUS 
Gord Sherven	CAN 
Igor Shestyorkin	OAR 
Tammy Lee Shewchuk	CAN 
Vadim Shipachov	OAR 
Sergey Shirokov	OAR 
Hanne Sikiö	FIN 
Jakob Silfverberg	SWE 
Eveliina Similä	FIN 
Miroslav Šimonovič	SVK 
Hack Simpson	CAN 
Alex Sinclair	CAN 
Harry Sinden	CAN 
Tommy Sjödin	SWE 
Therese Sjölander	SWE 
Haley Skarupa	USA 
Martin Škoula	CZE 
Sig Slater	CAN 
Dominique Slongo	SUI 
Darryl Sly	CAN 
Irv Small	USA 
Sami Jo Small	CAN 
Fiona Smith	CAN 
Gordon Smith	USA 
Yekaterina Smolina	OAR 
Peter Smrek	SVK 
Ryan Smyth	CAN 
Maksim Sokolov	RUS 
Ilya Sorokin	OAR 
Sergey Sorokin	RUS 
Colleen Sostorics	CAN 
Tatyana Sotnikova	RUS 
Jaroslav Špaček	CZE 
Frank Spain	USA 
Natalie Spooner	CAN 
Kim St-Pierre	CAN 
France St. Louis	CAN 
Laura Stacey	CAN 
Kelli Stack	USA 
Rastislav Staňa	SVK 
Phoebe Stänz	SUI 
Tomáš Starosta	SVK 
Paul Stastny	USA 
Lee Stecklein	USA 
Jakub Štěpánek	CZE 
Kelly Stephens	USA 
Wayne Stephenson	CAN 
Kevin Stevens	USA 
Scott Stevens	CAN 
Anja Stiefel	SUI 
Martin Straka	CZE 
Martin Štrbák	SVK 
Mika Strömberg	FIN 
Frank Stubbs, Jr.	USA 
Jozef Stümpel	SVK 
Radoslav Suchý	SVK 
Frank Sullivan	CAN 
Ronnie Sundin	SWE 
Michael Sundlöv	SWE 
Niklas Sundström	SWE 
Vicky Sunohara	CAN 
Eveliina Suonpää	FIN 
Reto Suri	SUI 
Tomáš Surový	SVK 
Maksim Sushinsky	RUS 
Hugh Sutherland	CAN 
Róbert Švehla	TCH 
Aleksandr Svitov	RUS 
Oldřich Svoboda	TCH 
Michal Sýkora	CZE 
Petr Sýkora	CZE 
Frank Synnott	USA 
Aleksandr Syomin	RUS 
Shannon Szabados	CAN 
Henrik Tallinder	SWE 
Nora Tallus	FIN 
Vilma Tanskanen	FIN 
Susanna Tapani	FIN 
Vladimir Tarasenko	RUS 
Tomáš Tatar	SVK 
Irving Taylor	CAN 
Ross Taylor	CAN 
Ivan Telegin	OAR 
Mikael Tellqvist	SWE 
Aleksey Tereshchenko	RUS 
Sandra Thalmann	SUI 
Karen Thatcher	USA 
Gerry Théberge	CAN 
Tim Thomas	USA 
Bill Thomson	CAN 
Joe Thornton	CAN 
Nina Tikkinen	FIN 
Katarina Timglas	SWE 
Kimmo Timonen	FIN 
German Titov	RUS 
Daniel Tjärnqvist	SWE 
Svetlana Tkachova	OAR 
Morris Trachsler	SUI 
Oksana Tretyakova	RUS 
Tatyana Tsaryova	RUS 
Leon Tuck	USA 
Sarah Tueting	USA 
Noora Tulus	FIN 
Marty Turco	CAN 
Roman Turek	CZE 
Blayre Turnbull	CAN 
Brian Tutt	CAN 
Oleg Tverdovsky	RUS 
Fyodor Tyutin	RUS 
Gretchen Ulion	USA 
Ramon Untersander	SUI 
Ossi Väänänen	FIN 
Sarah Vaillancourt	CAN 
Al Van	USA 
Igor Varitsky	RUS 
Semyon Varlamov	RUS 
Julien Vauclair	SUI 
Jiří Veber	CZE 
Jessie Vetter	USA 
Ella Viitasuo	FIN 
Anna Vikman	SWE 
Vitaly Vishnevsky	RUS 
Ľubomír Višňovský	SVK 
Marc-Édouard Vlasic	CAN 
Tomáš Vokoun	CZE 
Anton Volchenkov	RUS 
Patrick von Gunten	SUI 
Michal Vondrka	CZE 
Jakub Voráček	CZE 
Marjo Voutilainen	FIN 
Vyacheslav Voynov	OAR 
David Výborný	CZE 
René Vydarený	SVK 
Jiří Vykoukal	CZE 
Stan Wagner	CAN 
Monika Waidacher	SUI 
Nina Waidacher	SUI 
Jenn Wakefield	CAN 
Lyndsay Wall	USA 
Catherine Ward	CAN 
Tara Watchorn	CAN 
Harry Watson	CAN 
Bob Watt	CAN 
Tim Watters	CAN 
Katie Weatherston	CAN 
Shea Weber	CAN 
Cy Weidenborner	USA 
Kerry Weiland	USA 
Mattias Weinhandl	SWE 
Eric Weinrich	USA 
Krissy Wendell	USA 
Don Whiston	USA 
Bob White	CAN 
Sandra Whyte	USA 
Hayley Wickenheiser	CAN 
Mikael Wikstrand	SWE 
Tom Williams	USA 
Stacy Wilson	CAN 
Pernilla Winberg	SWE 
Alston Wise	CAN 
Keith Woodall	CAN 
Huck Woodman	CAN 
Ken Yackel	USA 
Aleksey Yashin	RUS 
Trent Yawney	CAN 
Aleksey Yemelin	RUS 
Aleksandr Yeryomenko	RUS 
Juha Ylönen	FIN 
Dmitry Yushkevich	RUS 
Rob Zamuner	CAN 
Danis Zaripov	RUS 
Jinelle Zaugg-Siergiej	USA 
Richard Zedník	SVK 
Richard Žemlička	CZE 
Sergey Zhukov	RUS 
Marek Židlický	CZE 
Sergey Zinovyev	RUS 
Sabrina Zollinger	SUI 
Artyom Zub	OAR 
Andrey Zubarev	OAR 
Andrey Zuyev	RUS 
Virginie Arnold	FRA 
Chang Rong-Jia	TPE 
Trenton Cowles	USA 
Niels Dall	DEN 
Lucas Daniel	FRA 
Gloria Filippi	ITA 
Tanya Giaccheri	ITA 
Nami Hayakawa	JPN 
Yavor Khristov	BUL 
Anton Komar	UKR 
Vitaliy Komoniuk	UKR 
Zhanna Naumova	UKR 
Mai Okubo	JPN 
Viktoriya Oleksiuk	UKR 
Sylvie Pissis	FRA 
Evangelia Psarra	GRE 
Reza Shabani	IRI 
Kristina Timofeyeva	RUS 
Ryan Tyack	AUS 
Volha Yakusheva	BLR 
Sylwia Zyzańska	POL 
Dmitry Alekseyev	URS 
Yuliya Antipova	URS 
Dana Beldová-Spálenská	TCH 
Gennady Belyakov	RUS 
Tony Benshoof	USA 
Sandris Berzinš	LAT 
Klaus-Michael Bonsack	GDR 
Sam Edney	CAN 
Reinhard Egger	AUT 
Ortrun Enderlein	GDR 
Edward Fender	POL 
Andrea Fendt	FRG 
André Florschütz	GER 
Ilse Geisler	GER 
Barbara Gorgoń-Flont	POL 
Alex Gough	CAN 
Mark Grimmette	USA 
Erin Hamlin	USA 
Ashley Hayden	USA 
Thomas Jacob	GDR 
Simon Kainzwaldner	ITA 
Yekaterina Katnikova	RUS 
Yury Kharchenko	URS 
Martina Kocher	SUI 
Thomas Köhler	GDR 
Lucjan Kudzia	POL 
Irina Kusakina	URS 
Ernesto Mair	ITA 
Mitchel Malyk	CAN 
Sonja Manzenreiter	AUT 
Rainer Margreiter	AUT 
Brian Martin	USA 
Chris Mazdzer	USA 
Kim McRae	CAN 
Andrey Medvedev	OAR 
Vitaly Melnik	URS 
Matt Mortensen	USA 
Elisabeth Nagele	SUI 
Veronika Oberhuber	ITA 
Mieczysław Pawełkiewicz	POL 
Ryszard Pędrak	POL 
Hans Plenk	GER 
Carlo Prinoth	ITA 
Raimondo Prinoth	ITA 
Hannah Prock	AUT 
Guntis Rēķis	LAT 
Emanuel Rieder	ITA 
Angelika Schafferer	AUT 
Gordy Sheer	USA 
Justin Snith	CAN 
Wendel Suckow	USA 
Emily Sweeney	USA 
Jayson Terdiman	USA 
Chris Thorpe	USA 
Tristan Walker	CAN 
Anton Wembacher	FRG 
Becky Wilczak	USA 
Jerzy Wojnar	POL 
Torsten Wustlich	GER 
Nataliya Yakushenko	UKR 
Valery Yakushin	URS 
Miro Zajonc	USA 
Per Knut Aaland	NOR 
Masashi Abe	JPN 
Thomas Abratis	GER 
Rita Achkina	URS 
Josef Adolf	TCH 
Xavier Affentranger	SUI 
Toimi Alatalo	FIN 
Zinaida Amosova	URS 
Alf Andersen	NOR 
Espen Andersen	NOR 
Geir Andersen	NOR 
Bjarne Andersson	SWE 
Ebba Andersson	SWE 
Lina Andersson	SWE 
Sigurd Andersson	SWE 
Volger Andersson	SWE 
Carola Anding	GDR 
Tobias Angerer	GER 
Nikolay Anikin	URS 
Seiji Aochi	JPN 
Knut Tore Apeland	NOR 
Lars-Göran Åslund	SWE 
Karl-Åke Asph	SWE 
Inger Aufles	NOR 
Ove Aunli	NOR 
Adrien Backscheider	FRA 
Igor Badamshin	RUS 
Hervé Balland	FRA 
Antonín Bartoň	TCH 
Alena Bartošová	TCH 
Aleksandr Batyuk	URS 
Lukáš Bauer	CZE 
Viola Bauer	GER 
Nikolay Bazhukov	URS 
Hans Beck	NOR 
Uwe Bellmann	GDR 
Yuliya Belorukova	OAR 
Rok Benkovič	SLO 
Gustl Berauer	TCH 
Øyvind Berg	NOR 
John Berger	SWE 
Hjalmar Bergström	SWE 
Aleksandr Bessmertnykh	RUS 
Christoph Bieler	AUT 
Håvard Bjerkeli	NOR 
Kristian Bjørn	NOR 
Sadie Bjornsen	USA 
Hallstein Bøgseth	NOR 
Stefanie Böhler	GER 
Nikolay Bolshakov	RUS 
Aleksandr Bolshunov	OAR 
Narve Bonna	NOR 
Aleksey Borovitin	URS 
Harald Bosio	AUT 
Klavdiya Boyarskikh	URS 
Kenneth Braaten	NOR 
François Braud	FRA 
Trond Arne Bredesen	NOR 
Sverre Brodahl	NOR 
Rudolf Burkert	TCH 
Bertil Carlsson	SWE 
Ilya Chernousov	RUS 
Aleksey Chervotkin	OAR 
Sergey Chervyakov	URS 
Dario Cologna	SUI 
Aristide Compagnoni	ITA 
Severino Compagnoni	ITA 
Caitlin Compton	USA 
Silvio Confortola	ITA 
Günther Csar	AUT 
Jean-Yves Cuendet	SUI 
Aslaug Dahl	NOR 
Eilert Dahl	NOR 
Anna Dahlberg-Olsson	SWE 
Annika Dahlman	SWE 
Marianne Dahlmo	NOR 
Francesco De Fabiani	ITA 
Giulio De Florian	ITA 
Monika Debertshäuser	GDR 
Günter Deckert	GDR 
Jens Deimel	GER 
Walter Demel	GER 
Yevgeny Dementyev	RUS 
Vincenzo Demetz	ITA 
Bill Demong	USA 
Willi Denifl	AUT 
Vitaly Denisov	RUS 
Giorgio Di Centa	ITA 
Jessie Diggins	USA 
Ladislav Dluhoš	CZE 
Franz Donth	TCH 
Uwe Dotzauer	GDR 
Thomas Dufter	GER 
Andrey Dundukov	URS 
Trude Dybendahl-Hartz	NOR 
Niklas Dyrhaug	NOR 
Tino Edelmann	GER 
Sonja Edström-Ruthström	SWE 
Bård Jørgen Elden	NOR 
Per Elofsson	SWE 
Babben Enger-Damon	NOR 
Nils Englund	SWE 
Harald Ericson	SWE 
Anna-Lisa Eriksson	SWE 
Gunnar Eriksson	SWE 
Jorma Etelälahti	FIN 
Christoph Eugen	AUT 
Erling Evensen	NOR 
Aleksey Fadeyev	RUS 
Nadine Fähndrich	SUI 
Maiken Caspersen Falla	NOR 
Anette Fanqvist	SWE 
Jens Filbrich	GER 
Renate Fischer-Köhler	GDR 
Bryan Fletcher	USA 
Taylor Fletcher	USA 
Arianna Follis	ITA 
Wojciech Fortuna	POL 
Mathias Fredriksson	SWE 
Thobias Fredriksson	SWE 
Sylvain Freiholz	SUI 
Anna Frithioff	SWE 
Nina Fyodorova-Baldycheva	URS 
Markus Gandler	AUT 
Ildar Garifullin	URS 
Stanisław Gąsienica Daniel	POL 
Nina Gavrylyuk	RUS 
Vinzenz Geiger	GER 
Giulio Gerardi	ITA 
Paul Gerstgraser	AUT 
Albert Giger	SUI 
Xavier Girard	FRA 
Tord Asle Gjerdalen	NOR 
Ottar Gjermundshaug	NOR 
Fredy Glanzmann	SUI 
Anders Gløersen	NOR 
Pål Golberg	NOR 
Franz Göring	GER 
Jørgen Graabak	NOR 
Sture Grahn	SWE 
Ulrike Gräßler	GER 
Michael Gruber	AUT 
Josl Gstrein	AUT 
Sylvain Guillaume	FRA 
Mariya Gusakova	URS 
Fabrice Guy	FRA 
Anna Haag	SWE 
Josef Haas	SUI 
Olav Hagen	NOR 
Ristomatti Hakola	FIN 
Lars Håland	SWE 
Calle Halfvarsson	SWE 
Jan Halvarsson	SWE 
Kalevi Hämäläinen	FIN 
Kristian Hammer	NOR 
Gyda Westvold Hansen	NOR 
Kari Härkönen	FIN 
Alex Harvey	CAN 
